sid,search,"splunk_server","_time","is_realtime",provenance,"event_count","exec_time","result_count","savedsearch_name","scan_count",status,"total_run_time","api_et","search_et","api_lt","search_lt","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_provenance","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_savedsearch_name","__mv_scan_count","__mv_status","__mv_total_run_time","__mv_api_et","__mv_search_et","__mv_api_lt","__mv_search_lt"
"1559307061.558","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" |stats values(stat) as stat values(size) as Message_Size values(msgid) as Message-ID values(to) as to values(from) as Sender by qid | search stat!=""Sent"" | table Message-ID Sender Message_Size","Jonathons-MacBook-Air.local","1559307061.628111",0,"UI:Search",298254,1559307061,0,,298254,failed,"40.959","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"1559307072.559","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" |stats values(stat) as stat values(msgid) as msgid values(to) as to values(from) as from by qid | search stat!=""Sent""","Jonathons-MacBook-Air.local","1559307072.148230",0,"UI:Search",324693,1559307072,5,,324693,completed,"17.261","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"1559307132.564","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" |stats values(size) as Message_Size values(from) as from  by qid | search from=* |eval Sender=trim(from,""<>"") | sort - Message_Size | table Sender Message_Size | head 10","Jonathons-MacBook-Air.local","1559307132.097304",0,"UI:Search",324693,1559307132,10,,324693,completed,"7.897","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search1_1559307190.565","search index=""maildata"" stat=sent | stats count","Jonathons-MacBook-Air.local","1559307190.409336",0,"UI:Dashboard:mail_dashboard",22233,1559307190,1,search1,22233,completed,"2.335",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search2_1559307190.566","search index=""maildata"" sourcetype=""email_log"" milter_action=* | stats count","Jonathons-MacBook-Air.local","1559307190.416157",0,"UI:Dashboard:mail_dashboard",65013,1559307190,1,search2,65013,completed,"10.928",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search3_1559307190.567","search index=""maildata"" stat=sent | timechart span=1h count","Jonathons-MacBook-Air.local","1559307190.425183",0,"UI:Dashboard:mail_dashboard",22233,1559307190,25,search3,22233,completed,"2.486",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search4_1559307190.568","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" | stats values(stat) as stat values(size) as Message_Size values(msgid) as Message-ID values(to) as to values(from) as from by qid | search stat!=""Sent"" | eval Sender=trim(from,""<>"") | table Message-ID Sender Message_Size","Jonathons-MacBook-Air.local","1559307190.434546",0,"UI:Dashboard:mail_dashboard",324693,1559307190,5,search4,324693,completed,"30.958000000000002","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search5_1559307190.569","search index=""maildata"" sourcetype=""email_log"" stat=Sent | timechart span=1h avg(delay)","Jonathons-MacBook-Air.local","1559307190.566654",0,"UI:Dashboard:mail_dashboard",22233,1559307191,25,search5,22233,completed,"2.83",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search6_1559307190.570","search index=""maildata"" sourcetype=""email_log"" from!=""<>"" | eval sender=trim(from,""<>"")  | top sender | fields - percent","Jonathons-MacBook-Air.local","1559307190.672150",0,"UI:Dashboard:mail_dashboard",93283,1559307191,10,search6,93283,completed,"12.109",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search7_1559307190.571","search index=""maildata"" sourcetype=""email_log""  | eval sender=trim(to,""<>"")  | top sender | fields - percent","Jonathons-MacBook-Air.local","1559307190.679972",0,"UI:Dashboard:mail_dashboard",326558,1559307191,10,search7,326558,completed,"10.164",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search8_1559307190.572","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" |stats values(size) as Message_Size values(to) as to  by qid | search to=* |eval Recipient=trim(to,""<>"") | sort - Message_Size | table Recipient Message_Size | head 10","Jonathons-MacBook-Air.local","1559307190.780342",0,"UI:Dashboard:mail_dashboard",324693,1559307191,10,search8,324693,completed,"24.286","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search9_1559307190.573","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" |stats values(size) as Message_Size values(from) as from  by qid | search from=* |eval Sender=trim(from,""<>"") | sort - Message_Size | table Sender Message_Size | head 10","Jonathons-MacBook-Air.local","1559307190.788534",0,"UI:Dashboard:mail_dashboard",324693,1559307191,10,search9,324693,completed,"25.938","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search10_1559308068.584","search index=""maildata"" stat=sent | stats count","Jonathons-MacBook-Air.local","1559308068.502781",0,"UI:Dashboard:mail_dashboard",22233,1559308069,1,search10,22233,completed,"2.138",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search11_1559308068.585","search index=""maildata"" sourcetype=""email_log"" milter_action=* | stats count","Jonathons-MacBook-Air.local","1559308068.511008",0,"UI:Dashboard:mail_dashboard",65013,1559308069,1,search11,65013,completed,"9.295",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search12_1559308068.586","search index=""maildata"" stat=sent | timechart span=1h count","Jonathons-MacBook-Air.local","1559308068.526103",0,"UI:Dashboard:mail_dashboard",22233,1559308069,25,search12,22233,completed,"2.197",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search13_1559308068.587","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" | stats values(stat) as stat values(size) as Message_Size values(msgid) as Message-ID values(to) as to values(from) as from by qid | search stat!=""Sent"" | eval Sender=trim(from,""<>"") | table Message-ID Sender Message_Size","Jonathons-MacBook-Air.local","1559308068.534727",0,"UI:Dashboard:mail_dashboard",324693,1559308069,5,search13,324693,completed,"33.089","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search14_1559308068.588","search index=""maildata"" sourcetype=""email_log"" stat=Sent | timechart span=1h avg(delay)","Jonathons-MacBook-Air.local","1559308068.538228",0,"UI:Dashboard:mail_dashboard",22233,1559308069,25,search14,22233,completed,"2.436",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search15_1559308068.589","search index=""maildata"" sourcetype=""email_log"" from!=""<>"" | eval sender=trim(from,""<>"")  | top sender | fields - percent","Jonathons-MacBook-Air.local","1559308068.566824",0,"UI:Dashboard:mail_dashboard",93283,1559308069,10,search15,93283,completed,"11.012",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search16_1559308068.590","search index=""maildata"" sourcetype=""email_log""  | eval sender=trim(to,""<>"")  | top sender | fields - percent","Jonathons-MacBook-Air.local","1559308068.585869",0,"UI:Dashboard:mail_dashboard",326558,1559308069,10,search16,326558,completed,"8.701",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search17_1559308068.591","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" |stats values(size) as Message_Size values(to) as to  by qid | search to=* |eval Recipient=trim(to,""<>"") | sort - Message_Size | table Recipient Message_Size | head 10","Jonathons-MacBook-Air.local","1559308068.598351",0,"UI:Dashboard:mail_dashboard",324693,1559308069,10,search17,324693,completed,"25.377","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search18_1559308068.592","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" |stats values(size) as Message_Size values(from) as from  by qid | search from=* |eval Sender=trim(from,""<>"") | sort - Message_Size | table Sender Message_Size | head 10","Jonathons-MacBook-Air.local","1559308068.687641",0,"UI:Dashboard:mail_dashboard",324693,1559308069,10,search18,324693,completed,"27.562","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search19_1559308247.598","search index=""maildata"" stat=sent | stats count","Jonathons-MacBook-Air.local","1559308247.734630",0,"UI:Dashboard:mail_dashboard",22233,1559308248,1,search19,22233,completed,"1.981",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search20_1559308247.599","search index=""maildata"" sourcetype=""email_log"" milter_action=* | stats count","Jonathons-MacBook-Air.local","1559308247.752049",0,"UI:Dashboard:mail_dashboard",65013,1559308248,1,search20,65013,canceled,"9.517",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search21_1559308247.600","search index=""maildata"" stat=sent | timechart span=1h count","Jonathons-MacBook-Air.local","1559308247.761111",0,"UI:Dashboard:mail_dashboard",22233,1559308248,25,search21,22233,completed,"2.193",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search22_1559308247.601","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" | stats values(stat) as stat values(size) as Message_Size values(msgid) as Message-ID values(to) as to values(from) as from by qid | search stat!=""Sent"" | eval Sender=trim(from,""<>"") | table Message-ID Sender Message_Size","Jonathons-MacBook-Air.local","1559308247.776685",0,"UI:Dashboard:mail_dashboard",324693,1559308248,5,search22,324693,canceled,"31.796","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search23_1559308247.602","search index=""maildata"" sourcetype=""email_log"" stat=Sent | timechart span=1h avg(delay)","Jonathons-MacBook-Air.local","1559308247.816318",0,"UI:Dashboard:mail_dashboard",22233,1559308248,25,search23,22233,completed,"2.423",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search24_1559308247.603","search index=""maildata"" sourcetype=""email_log"" from!=""<>"" | eval sender=trim(from,""<>"")  | top sender | fields - percent","Jonathons-MacBook-Air.local","1559308247.932188",0,"UI:Dashboard:mail_dashboard",93283,1559308248,10,search24,93283,canceled,"11.183",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search27_1559308247.606","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" |stats values(size) as Message_Size values(from) as from  by qid | search from=* |eval Sender=trim(from,""<>"") | sort - Message_Size | table Sender Message_Size | head 10","Jonathons-MacBook-Air.local","1559308247.998591",0,"UI:Dashboard:mail_dashboard",324693,1559308248,10,search27,324693,canceled,"27.393","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search28_1559308342.607","search index=""maildata"" stat=sent | stats count","Jonathons-MacBook-Air.local","1559308342.167435",0,"UI:Dashboard:mail_dashboard",22233,1559308342,1,search28,22233,completed,"1.874",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search29_1559308342.608","search index=""maildata"" sourcetype=""email_log"" milter_action=* | stats count","Jonathons-MacBook-Air.local","1559308342.181406",0,"UI:Dashboard:mail_dashboard",65013,1559308343,1,search29,65013,completed,"9.46",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search30_1559308342.609","search index=""maildata"" stat=sent | timechart span=1h count","Jonathons-MacBook-Air.local","1559308342.193204",0,"UI:Dashboard:mail_dashboard",22233,1559308342,25,search30,22233,completed,"2.173",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search31_1559308342.610","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" | stats values(stat) as stat values(size) as Message_Size values(msgid) as Message-ID values(to) as to values(from) as from by qid | search stat!=""Sent"" | eval Sender=trim(from,""<>"") | table Message-ID Sender Message_Size","Jonathons-MacBook-Air.local","1559308342.201565",0,"UI:Dashboard:mail_dashboard",324693,1559308342,5,search31,324693,completed,"27.934","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search33_1559308342.611","search index=""maildata"" sourcetype=""email_log"" from!=""<>"" | eval sender=trim(from,""<>"")  | top sender | fields - percent","Jonathons-MacBook-Air.local","1559308342.220297",0,"UI:Dashboard:mail_dashboard",93283,1559308342,10,search33,93283,completed,"10.825000000000001",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search32_1559308342.612","search index=""maildata"" sourcetype=""email_log"" stat=Sent | timechart span=1h avg(delay)","Jonathons-MacBook-Air.local","1559308342.223788",0,"UI:Dashboard:mail_dashboard",22233,1559308342,25,search32,22233,completed,"2.499",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search35_1559308342.613","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" |stats values(size) as Message_Size values(to) as to  by qid | search to=* |eval Recipient=trim(to,""<>"") | sort - Message_Size | table Recipient Message_Size | head 10","Jonathons-MacBook-Air.local","1559308342.322890",0,"UI:Dashboard:mail_dashboard",324693,1559308343,10,search35,324693,completed,"22.240000000000002","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search36_1559308342.614","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" |stats values(size) as Message_Size values(from) as from  by qid | search from=* |eval Sender=trim(from,""<>"") | sort - Message_Size | table Sender Message_Size | head 10","Jonathons-MacBook-Air.local","1559308342.331274",0,"UI:Dashboard:mail_dashboard",324693,1559308343,10,search36,324693,completed,"23.915","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search34_1559308342.615","search index=""maildata"" sourcetype=""email_log""  | eval sender=trim(to,""<>"")  | top sender | fields - percent","Jonathons-MacBook-Air.local","1559308342.372306",0,"UI:Dashboard:mail_dashboard",326558,1559308343,10,search34,326558,completed,"8.63",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search37_1559309427.634","search index=""maildata"" stat=sent | stats count","Jonathons-MacBook-Air.local","1559309427.803555",0,"UI:Dashboard:mail_dashboard",22233,1559309427,1,search37,22233,completed,"1.7630000000000001",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search38_1559309427.635","search index=""maildata"" sourcetype=""email_log"" milter_action=* | stats count","Jonathons-MacBook-Air.local","1559309427.835606",0,"UI:Dashboard:mail_dashboard",51345,1559309427,0,search38,51345,canceled,"9.816",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search39_1559309427.636","search index=""maildata"" stat=sent | timechart span=1h count","Jonathons-MacBook-Air.local","1559309427.843699",0,"UI:Dashboard:mail_dashboard",22233,1559309427,25,search39,22233,completed,"2.548",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search40_1559309427.637","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" | stats values(stat) as stat values(size) as Message_Size values(msgid) as Message-ID values(to) as to values(from) as from by qid | search stat!=""Sent"" | eval Sender=trim(from,""<>"") | table Message-ID Sender Message_Size","Jonathons-MacBook-Air.local","1559309427.913764",0,"UI:Dashboard:mail_dashboard",51609,1559309427,0,search40,51609,canceled,"9.798","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search41_1559309427.638","search index=""maildata"" sourcetype=""email_log"" stat=Sent | timechart span=1h avg(delay)","Jonathons-MacBook-Air.local","1559309427.977987",0,"UI:Dashboard:mail_dashboard",22233,1559309428,25,search41,22233,completed,"2.529",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search42_1559309427.639","search index=""maildata"" sourcetype=""email_log"" from!=""<>"" | eval sender=trim(from,""<>"")  | top sender | fields - percent","Jonathons-MacBook-Air.local","1559309427.999432",0,"UI:Dashboard:mail_dashboard",57895,1559309428,0,search42,57895,canceled,"8.866",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search43_1559309428.640","search index=""maildata"" sourcetype=""email_log""  | eval sender=trim(to,""<>"")  | top sender | fields - percent","Jonathons-MacBook-Air.local","1559309428.048230",0,"UI:Dashboard:mail_dashboard",250000,1559309428,0,search43,250000,canceled,"8.716",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search44_1559309428.641","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" |stats values(size) as Message_Size values(to) as to  by qid | search to=* |eval Recipient=trim(to,""<>"") | sort - Message_Size | table Recipient Message_Size | head 10","Jonathons-MacBook-Air.local","1559309428.112990",0,"UI:Dashboard:mail_dashboard",62157,1559309428,0,search44,62157,canceled,"9.208","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search45_1559309428.642","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" |stats values(size) as Message_Size values(from) as from  by qid | search from=* |eval Sender=trim(from,""<>"") | sort - Message_Size | table Sender Message_Size | head 10","Jonathons-MacBook-Air.local","1559309428.126999",0,"UI:Dashboard:mail_dashboard",58683,1559309428,0,search45,58683,canceled,"8.864","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search1_1559309451.645","search index=""maildata"" stat=sent | stats count","Jonathons-MacBook-Air.local","1559309451.730484",0,"UI:Dashboard:mail_dashboard_clone",22233,1559309452,1,search1,22233,completed,"2.348",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search2_1559309451.646","search index=""maildata"" sourcetype=""email_log"" milter_action=* | stats count","Jonathons-MacBook-Air.local","1559309451.737465",0,"UI:Dashboard:mail_dashboard_clone",65013,1559309452,1,search2,65013,canceled,"10.822000000000001",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search3_1559309451.647","search index=""maildata"" stat=sent | timechart span=1h count","Jonathons-MacBook-Air.local","1559309451.743990",0,"UI:Dashboard:mail_dashboard_clone",22233,1559309452,25,search3,22233,completed,"2.5180000000000002",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search4_1559309451.648","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" | stats values(stat) as stat values(size) as Message_Size values(msgid) as Message-ID values(to) as to values(from) as from by qid | search stat!=""Sent"" | eval Sender=trim(from,""<>"") | table Message-ID Sender Message_Size","Jonathons-MacBook-Air.local","1559309451.765711",0,"UI:Dashboard:mail_dashboard_clone",111853,1559309452,0,search4,111853,canceled,"14.383000000000001","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search5_1559309451.649","search index=""maildata"" sourcetype=""email_log"" stat=Sent | timechart span=1h avg(delay)","Jonathons-MacBook-Air.local","1559309451.780044",0,"UI:Dashboard:mail_dashboard_clone",22233,1559309452,25,search5,22233,completed,"2.765",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search6_1559309451.650","search index=""maildata"" sourcetype=""email_log"" from!=""<>"" | eval sender=trim(from,""<>"")  | top sender | fields - percent","Jonathons-MacBook-Air.local","1559309451.807629",0,"UI:Dashboard:mail_dashboard_clone",93283,1559309452,10,search6,93283,canceled,"12.232000000000001",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search7_1559309451.651","search index=""maildata"" sourcetype=""email_log""  | eval sender=trim(to,""<>"")  | top sender | fields - percent","Jonathons-MacBook-Air.local","1559309451.845206",0,"UI:Dashboard:mail_dashboard_clone",326558,1559309452,10,search7,326558,canceled,"9.885",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search8_1559309451.652","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" |stats values(size) as Message_Size values(to) as to  by qid | search to=* |eval Recipient=trim(to,""<>"") | sort - Message_Size | table Recipient Message_Size | head 10","Jonathons-MacBook-Air.local","1559309451.849479",0,"UI:Dashboard:mail_dashboard_clone",136754,1559309452,0,search8,136754,canceled,"14.222","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search9_1559309451.653","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" |stats values(size) as Message_Size values(from) as from  by qid | search from=* |eval Sender=trim(from,""<>"") | sort - Message_Size | table Sender Message_Size | head 10","Jonathons-MacBook-Air.local","1559309451.943381",0,"UI:Dashboard:mail_dashboard_clone",129871,1559309452,0,search9,129871,canceled,"14.21","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search10_1559309619.654","search index=""maildata"" stat=sent | stats count","Jonathons-MacBook-Air.local","1559309619.081232",0,"UI:Dashboard:mail_dashboard_clone",22233,1559309619,1,search10,22233,canceled,"2.452",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search11_1559309619.655","search index=""maildata"" sourcetype=""email_log"" milter_action=* | stats count","Jonathons-MacBook-Air.local","1559309619.084503",0,"UI:Dashboard:mail_dashboard_clone",65013,1559309619,1,search11,65013,canceled,"9.997",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search12_1559309619.656","search index=""maildata"" stat=sent | timechart span=1h count","Jonathons-MacBook-Air.local","1559309619.094437",0,"UI:Dashboard:mail_dashboard_clone",22233,1559309619,25,search12,22233,canceled,"2.6630000000000003",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search13_1559309619.658","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" | stats values(stat) as stat values(size) as Message_Size values(msgid) as Message-ID values(to) as to values(from) as from by qid | search stat!=""Sent"" | eval Sender=trim(from,""<>"") | table Message-ID Sender Message_Size","Jonathons-MacBook-Air.local","1559309619.111739",0,"UI:Dashboard:mail_dashboard_clone",124311,1559309620,0,search13,124311,canceled,"13.974","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search15_1559309619.659","search index=""maildata"" sourcetype=""email_log"" from!=""<>"" | eval sender=trim(from,""<>"")  | top sender | fields - percent","Jonathons-MacBook-Air.local","1559309619.119258",0,"UI:Dashboard:mail_dashboard_clone",93283,1559309619,10,search15,93283,canceled,"11.131",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search16_1559309619.660","search index=""maildata"" sourcetype=""email_log""  | eval sender=trim(to,""<>"")  | top sender | fields - percent","Jonathons-MacBook-Air.local","1559309619.159391",0,"UI:Dashboard:mail_dashboard_clone",326558,1559309619,10,search16,326558,canceled,"9.421",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search17_1559309619.661","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" |stats values(size) as Message_Size values(to) as to  by qid | search to=* |eval Recipient=trim(to,""<>"") | sort - Message_Size | table Recipient Message_Size | head 10","Jonathons-MacBook-Air.local","1559309619.178205",0,"UI:Dashboard:mail_dashboard_clone",149186,1559309619,0,search17,149186,canceled,"13.834","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search18_1559309619.662","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" |stats values(size) as Message_Size values(from) as from  by qid | search from=* |eval Sender=trim(from,""<>"") | sort - Message_Size | table Sender Message_Size | head 10","Jonathons-MacBook-Air.local","1559309619.210404",0,"UI:Dashboard:mail_dashboard_clone",145923,1559309620,0,search18,145923,canceled,"13.790000000000001","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search23_1559309708.665","search index=""maildata"" sourcetype=""email_log"" milter_action=* | stats count","Jonathons-MacBook-Air.local","1559309708.833260",0,"UI:Dashboard:mail_dashboard_clone",65013,1559309709,1,search23,65013,completed,"9.145",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search24_1559309708.666","search index=""maildata"" stat=sent | timechart span=1h count","Jonathons-MacBook-Air.local","1559309708.836753",0,"UI:Dashboard:mail_dashboard_clone",22233,1559309709,25,search24,22233,completed,"2.007",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search25_1559309708.667","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" | stats values(stat) as stat values(size) as Message_Size values(msgid) as Message-ID values(to) as to values(from) as from by qid | search stat!=""Sent"" | eval Sender=trim(from,""<>"") | table Message-ID Sender Message_Size","Jonathons-MacBook-Air.local","1559309708.842079",0,"UI:Dashboard:mail_dashboard_clone",266406,1559309709,0,search25,266406,canceled,"23.434","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search26_1559309708.668","search index=""maildata"" sourcetype=""email_log"" stat=Sent | timechart span=1h avg(delay)","Jonathons-MacBook-Air.local","1559309708.850836",0,"UI:Dashboard:mail_dashboard_clone",22233,1559309709,25,search26,22233,completed,"2.234",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search27_1559309708.669","search index=""maildata"" sourcetype=""email_log"" from!=""<>"" | eval sender=trim(from,""<>"")  | top sender | fields - percent","Jonathons-MacBook-Air.local","1559309708.876985",0,"UI:Dashboard:mail_dashboard_clone",93283,1559309709,10,search27,93283,completed,"10.996",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search29_1559309709.671","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" |stats values(size) as Message_Size values(to) as to  by qid | search to=* |eval Recipient=trim(to,""<>"") | sort - Message_Size | table Recipient Message_Size | head 10","Jonathons-MacBook-Air.local","1559309709.038814",0,"UI:Dashboard:mail_dashboard_clone",324693,1559309709,10,search29,324693,canceled,"22.942","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search30_1559309709.672","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" |stats values(size) as Message_Size values(from) as from  by qid | search from=* |eval Sender=trim(from,""<>"") | sort - Message_Size | table Sender Message_Size | head 10","Jonathons-MacBook-Air.local","1559309709.043800",0,"UI:Dashboard:mail_dashboard_clone",324693,1559309709,0,search30,324693,canceled,"24.327","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search36_1559309805.674","search index=""maildata"" stat=sent | timechart span=1h count","Jonathons-MacBook-Air.local","1559309805.036178",0,"UI:Dashboard:mail_dashboard_clone",22233,1559309805,25,search36,22233,completed,"3.092",,,,,,,,,,,,,,,,,,,,,
