sid,search,"splunk_server","_time","is_realtime",provenance,"api_et","api_lt","event_count","exec_time","result_count","savedsearch_name","scan_count","search_et","search_lt",status,"total_run_time","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_provenance","__mv_api_et","__mv_api_lt","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_savedsearch_name","__mv_scan_count","__mv_search_et","__mv_search_lt","__mv_status","__mv_total_run_time"
"admin__admin_c3BsdW5rX2FwcF9pbmZyYXN0cnVjdHVyZQ__RMD5d737347120df53f6_1525548711.1306","
    |inputlookup em_entities | fields title | stats count(title)
    ","Jonathons-MacBook-Air.local","1525548711.386086",0,splunkjs,"1525545111.000000000","1525548711.000000000",0,1525548711,1,"61_manager",0,"1525545111.000000000","1525548711.000000000",completed,"0.074007364",,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX2FwcF9pbmZyYXN0cnVjdHVyZQ__RMD5926e405feb9ba221_1525548773.1323","
    |inputlookup em_entities | fields title | stats count(title)
    ","Jonathons-MacBook-Air.local","1525548773.456667",0,splunkjs,"1525545173.000000000","1525548773.000000000",0,1525548773,1,"62_manager",0,"1525545173.000000000","1525548773.000000000",completed,"0.074367452",,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX2FwcF9pbmZyYXN0cnVjdHVyZQ__RMD509d60831fa88c235_1525548834.1340","
    |inputlookup em_entities | fields title | stats count(title)
    ","Jonathons-MacBook-Air.local","1525548834.402421",0,splunkjs,"1525545234.000000000","1525548834.000000000",0,1525548834,1,"63_manager",0,"1525545234.000000000","1525548834.000000000",completed,"0.073959665",,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX2FwcF9pbmZyYXN0cnVjdHVyZQ__RMD5843888c1f1890cda_1525548896.1359","
    |inputlookup em_entities | fields title | stats count(title)
    ","Jonathons-MacBook-Air.local","1525548896.408543",0,splunkjs,"1525545296.000000000","1525548896.000000000",0,1525548896,1,"64_manager",0,"1525545296.000000000","1525548896.000000000",completed,"0.082010818",,,,,,,,,,,,,,,,,
"1525548924.1369","| tstats values(sourcetype) as sourcetype where ""index""=""_internal"" earliest=-2d latest=now","Jonathons-MacBook-Air.local","1525548924.714032",0,,,,498366,1525548924,1,,758367,"1525376124.000000000","1525548924.000000000",completed,"0.122024528",,,,,,,,,,,,,,,,,
"1525548931.1370","search ""sourcetype""=""aws:cloudwatch:log"" AND ""index""=""_internal""
| fieldsummary
| search numeric_count=0
| fields field","Jonathons-MacBook-Air.local","1525548931.338744",0,,"1525545331.249000000","1525548931.249000000",240,1525548931,21,,240,"1525545331.249000000","1525548931.249000000",completed,"0.524224435",,,,,,,,,,,,,,,,,
"1525548931.1371","| tstats first(app),first(eventtype),first(host),first(level),first(logger),first(message),first(pos),first(product),first(source),first(tag),first(tag::eventtype),first(tid),first(vendor) WHERE ""sourcetype""=""aws:cloudwatch:log"" AND ""index""=""_internal""","Jonathons-MacBook-Air.local","1525548931.911830",0,,"1525545331.249000000","1525548931.249000000",240,1525548931,1,,29971,"1525545331.249000000","1525548931.249000000",completed,"0.077122035",,,,,,,,,,,,,,,,,
"1525548932.1372","| tstats count as ""Count"" where ""sourcetype""=""aws:cloudwatch:log"" AND ""index""=""_internal"" earliest=1525545331.249 latest=1525548931.249 by _time span=1m","Jonathons-MacBook-Air.local","1525548932.172899",0,,,,240,1525548932,61,,29971,"1525545331.249000000","1525548931.249000000",completed,"0.097427324",,,,,,,,,,,,,,,,,
"1525548932.1373","| tstats count as ""Count"" where ""sourcetype""=""aws:cloudwatch:log"" AND ""index""=""_internal"" earliest=1525545331.249 latest=1525548931.249 by _time span=1m","Jonathons-MacBook-Air.local","1525548932.439614",0,,,,240,1525548932,61,,29971,"1525545331.249000000","1525548931.249000000",completed,"0.081913576",,,,,,,,,,,,,,,,,
"1525548938.1382","search ""sourcetype""=""splunkd"" AND ""index""=""_internal""
| fieldsummary
| search numeric_count=0
| fields field","Jonathons-MacBook-Air.local","1525548938.453622",0,,"1525545331.249000000","1525548931.249000000",11350,1525548938,24,,11350,"1525545331.249000000","1525548931.249000000",completed,"1.409923642",,,,,,,,,,,,,,,,,
"1525548939.1383","| tstats first(app),first(component),first(eventtype),first(group),first(host),first(log_level),first(message),first(name),first(processor),first(product),first(series),first(source),first(tag),first(tag::eventtype),first(task),first(user),first(vendor) WHERE ""sourcetype""=""splunkd"" AND ""index""=""_internal""","Jonathons-MacBook-Air.local","1525548939.912114",0,,"1525545331.249000000","1525548931.249000000",11350,1525548939,1,,30003,"1525545331.249000000","1525548931.249000000",completed,"0.067777562",,,,,,,,,,,,,,,,,
"1525548940.1384","| tstats count as ""Count"" where ""sourcetype""=""splunkd"" AND ""index""=""_internal"" earliest=1525545331.249 latest=1525548931.249 by _time span=1m","Jonathons-MacBook-Air.local","1525548940.070583",0,,,,11350,1525548940,61,,30003,"1525545331.249000000","1525548931.249000000",completed,"0.058118425",,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX2FwcF9pbmZyYXN0cnVjdHVyZQ__RMD51a6291daf08c2caf_1525548957.1385","
    |inputlookup em_entities | fields title | stats count(title)
    ","Jonathons-MacBook-Air.local","1525548957.512223",0,splunkjs,"1525545357.000000000","1525548957.000000000",0,1525548957,1,"65_manager",0,"1525545357.000000000","1525548957.000000000",completed,"0.088826414",,,,,,,,,,,,,,,,,
"1525548958.1386","search ""sourcetype""=""splunkd_conf"" AND ""index""=""_internal""
| fieldsummary
| search numeric_count=0
| fields field","Jonathons-MacBook-Air.local","1525548958.268309",0,,"1525545331.249000000","1525548931.249000000",0,1525548958,0,,0,"1525545331.249000000","1525548931.249000000",completed,"0.708840352",,,,,,,,,,,,,,,,,
"1525548959.1387","| tstats count as ""Count"" where ""sourcetype""=""splunkd_conf"" AND ""index""=""_internal"" earliest=1525545331.249 latest=1525548931.249 by _time span=1m","Jonathons-MacBook-Air.local","1525548959.125942",0,,,,0,1525548959,0,,30066,"1525545331.249000000","1525548931.249000000",completed,"0.074915065",,,,,,,,,,,,,,,,,
"1525548959.1388","| tstats count as ""Count"" where ""sourcetype""=""splunkd_conf"" AND ""index""=""_internal"" earliest=1525545331.249 latest=1525548931.249 by _time span=1m","Jonathons-MacBook-Air.local","1525548959.290872",0,,,,0,1525548959,0,,30066,"1525545331.249000000","1525548931.249000000",completed,"0.067029897",,,,,,,,,,,,,,,,,
"1525548971.1397","| tstats count as ""Count"" where ""sourcetype""=""splunkd"" AND ""index""=""_internal"" earliest=1525545331.249 latest=1525548931.249 by _time, host span=1m
| timechart first(""Count"") as ""Count"" agg=max limit=5 useother=false span=1m by host
| untable _time, host, ""Count""","Jonathons-MacBook-Air.local","1525548971.811469",0,,,,11350,1525548971,61,,30200,"1525545331.249000000","1525548931.249000000",completed,"0.074084406",,,,,,,,,,,,,,,,,
"1525549018.1407","| tstats count as ""Count"" where ""sourcetype""=""aws:cloudwatch:log"" AND ""index""=""_internal"" earliest=1525545599 latest=1525548067 by _time span=1m","Jonathons-MacBook-Air.local","1525549018.455415",0,,,,166,1525549018,42,,30463,"1525545599.000000000","1525548067.000000000",completed,"0.145979183",,,,,,,,,,,,,,,,,
"1525549018.1408","| tstats count as ""Count"" where ""sourcetype""=""splunkd"" AND ""index""=""_internal"" earliest=1525545599 latest=1525548067 by _time, host span=1m
| timechart first(""Count"") as ""Count"" agg=max limit=5 useother=false span=1m by host
| untable _time, host, ""Count""","Jonathons-MacBook-Air.local","1525549018.458659",0,,,,7833,1525549018,42,,30463,"1525545599.000000000","1525548067.000000000",completed,"0.140763361",,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX2FwcF9pbmZyYXN0cnVjdHVyZQ__RMD538201202735a4fec_1525549019.1409","
    |inputlookup em_entities | fields title | stats count(title)
    ","Jonathons-MacBook-Air.local","1525549019.937971",0,splunkjs,"1525545419.000000000","1525549019.000000000",0,1525549019,1,"66_manager",0,"1525545419.000000000","1525549019.000000000",completed,"0.104942426",,,,,,,,,,,,,,,,,
"1525549032.1418","| tstats values(""source"") where ""sourcetype""=""aws:cloudwatch:log"" AND ""index""=""_internal"" earliest=1525545599 latest=1525548067 by ""source""
| fields ""source""","Jonathons-MacBook-Air.local","1525549032.748019",0,,,,166,1525549032,1,,30664,"1525545599.000000000","1525548067.000000000",completed,"0.060922040",,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX2FwcF9pbmZyYXN0cnVjdHVyZQ__RMD528c222d6638a1edf_1525549081.1427","
    |inputlookup em_entities | fields title | stats count(title)
    ","Jonathons-MacBook-Air.local","1525549081.513237",0,splunkjs,"1525545481.000000000","1525549081.000000000",0,1525549081,1,"67_manager",0,"1525545481.000000000","1525549081.000000000",completed,"0.101341353",,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX2FwcF9pbmZyYXN0cnVjdHVyZQ__RMD5b45b35bd71626087_1525549142.1444","
    |inputlookup em_entities | fields title | stats count(title)
    ","Jonathons-MacBook-Air.local","1525549142.669859",0,splunkjs,"1525545542.000000000","1525549142.000000000",0,1525549142,1,"68_manager",0,"1525545542.000000000","1525549142.000000000",completed,"0.137278122",,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX2FwcF9pbmZyYXN0cnVjdHVyZQ__RMD5f515366b83a364ec_1525549205.1469","
    |inputlookup em_entities | fields title | stats count(title)
    ","Jonathons-MacBook-Air.local","1525549205.051866",0,splunkjs,"1525545605.000000000","1525549205.000000000",0,1525549205,1,"69_manager",0,"1525545605.000000000","1525549205.000000000",completed,"0.137607541",,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX2FwcF9pbmZyYXN0cnVjdHVyZQ__RMD54a18bfc03941be1d_1525549267.1490","
    |inputlookup em_entities | fields title | stats count(title)
    ","Jonathons-MacBook-Air.local","1525549267.542414",0,splunkjs,"1525545667.000000000","1525549267.000000000",0,1525549267,1,"70_manager",0,"1525545667.000000000","1525549267.000000000",completed,"0.086336424",,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX2FwcF9pbmZyYXN0cnVjdHVyZQ__RMD52989630a79867111_1525549329.1507","
    |inputlookup em_entities | fields title | stats count(title)
    ","Jonathons-MacBook-Air.local","1525549329.434986",0,splunkjs,"1525545729.000000000","1525549329.000000000",0,1525549329,1,"71_manager",0,"1525545729.000000000","1525549329.000000000",completed,"0.075990487",,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX2FwcF9pbmZyYXN0cnVjdHVyZQ__RMD56f373576826e746f_1525549391.1524","
    |inputlookup em_entities | fields title | stats count(title)
    ","Jonathons-MacBook-Air.local","1525549391.459793",0,splunkjs,"1525545791.000000000","1525549391.000000000",0,1525549391,1,"72_manager",0,"1525545791.000000000","1525549391.000000000",completed,"0.072227751",,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX2FwcF9pbmZyYXN0cnVjdHVyZQ__RMD598cfc541971ea54e_1525549454.1543","
    |inputlookup em_entities | fields title | stats count(title)
    ","Jonathons-MacBook-Air.local","1525549454.482557",0,splunkjs,"1525545854.000000000","1525549454.000000000",0,1525549454,1,"73_manager",0,"1525545854.000000000","1525549454.000000000",completed,"0.073947501",,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX2FwcF9pbmZyYXN0cnVjdHVyZQ__RMD573194b3268acb2dd_1525549516.1560","
    |inputlookup em_entities | fields title | stats count(title)
    ","Jonathons-MacBook-Air.local","1525549516.591854",0,splunkjs,"1525545916.000000000","1525549516.000000000",0,1525549516,1,"74_manager",0,"1525545916.000000000","1525549516.000000000",completed,"0.073039922",,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX2FwcF9pbmZyYXN0cnVjdHVyZQ__RMD559a94852c6249d66_1525549578.1577","
    |inputlookup em_entities | fields title | stats count(title)
    ","Jonathons-MacBook-Air.local","1525549578.510225",0,splunkjs,"1525545978.000000000","1525549578.000000000",0,1525549578,1,"75_manager",0,"1525545978.000000000","1525549578.000000000",completed,"0.073528532",,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX2FwcF9pbmZyYXN0cnVjdHVyZQ__RMD59d1ff37be26fc4b1_1525549640.1594","
    |inputlookup em_entities | fields title | stats count(title)
    ","Jonathons-MacBook-Air.local","1525549640.542934",0,splunkjs,"1525546040.000000000","1525549640.000000000",0,1525549640,1,"76_manager",0,"1525546040.000000000","1525549640.000000000",completed,"0.072533258",,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX2FwcF9pbmZyYXN0cnVjdHVyZQ__RMD5aa4f69d14c2263b8_1525549703.1613","
    |inputlookup em_entities | fields title | stats count(title)
    ","Jonathons-MacBook-Air.local","1525549703.449782",0,splunkjs,"1525546103.000000000","1525549703.000000000",0,1525549703,1,"77_manager",0,"1525546103.000000000","1525549703.000000000",completed,"0.084654425",,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX2FwcF9pbmZyYXN0cnVjdHVyZQ__RMD5db9ba4ad025c0393_1525549764.1630","
    |inputlookup em_entities | fields title | stats count(title)
    ","Jonathons-MacBook-Air.local","1525549764.370428",0,splunkjs,"1525546164.000000000","1525549764.000000000",0,1525549764,1,"78_manager",0,"1525546164.000000000","1525549764.000000000",completed,"0.079618678",,,,,,,,,,,,,,,,,
"1525550996.333","| tstats values(sourcetype) as sourcetype where ""index""=""_internal"" earliest=-2d latest=now","Jonathons-MacBook-Air.local","1525550996.295243",0,,,,506383,1525550996,1,,772102,,,completed,"0.064",,,,,,,,,,,,,,,,,
"admin__admin_c3BsdW5rX2FwcF9pbmZyYXN0cnVjdHVyZQ__RMD56857cee0200887b5_1526215375.3783","
    |inputlookup em_entities | fields title | stats count(title)
    ","Jonathons-MacBook-Air.local","1526215375.205466",0,splunkjs,"1526211775.000000000","1526215375.000000000",0,1526215375,1,"1_manager",0,"1526211775.000000000","1526215375.000000000",completed,"0.074",,,,,,,,,,,,,,,,,
