sid,search,"splunk_server","_time","is_realtime",provenance,"event_count","exec_time","result_count","scan_count",status,"total_run_time","api_et","api_lt","search_et","search_lt","savedsearch_name","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_provenance","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_status","__mv_total_run_time","__mv_api_et","__mv_api_lt","__mv_search_et","__mv_search_lt","__mv_savedsearch_name"
"1530397831.449","search index=mint ""Account Name""=Discover* OR ""Account Name""=VentureOne | timechart sum(Amount) as total_spend by ""Account Name""","Jonathons-MacBook-Air.local","1530397831.669323",0,"UI:Search",1763,1530397831,16,1947,completed,"0.662",,,,,,,,,,,,,,,,,,,,,,
"1530398214.558","search index=mint ""Account Name""=Discover* OR ""Account Name""=VentureOne OR ""Account Name""=*capital* | timechart sum(Amount) as total_spend by ""Account Name""","Jonathons-MacBook-Air.local","1530398214.535571",0,"UI:Search",1763,1530398214,16,7554,completed,"0.774",,,,,,,,,,,,,,,,,,,,,,
"1530398247.567","search index=mint ""Account Name""=Discover* OR ""Account Name""=VentureOne OR ""Account Name""=*capital* | fields Amount, ""Account Name"" | timechart sum(Amount) as total_spend by ""Account Name""","Jonathons-MacBook-Air.local","1530398247.809577",0,"UI:Search",1763,1530398248,16,7554,completed,"0.664",,,,,,,,,,,,,,,,,,,,,,
"1530398357.594","search index=mint ""Account Name""=Discover*  | fields Amount, ""Account Name"" | stats sum(Amount) as total_spend by Category","Jonathons-MacBook-Air.local","1530398357.066622",0,"UI:Search",1515,1530398357,0,1694,completed,"0.269",,,,,,,,,,,,,,,,,,,,,,
"1530398380.603","search index=mint ""Account Name""=Discover*  | fields Amount, Category | stats sum(Amount) as total_spend by Category","Jonathons-MacBook-Air.local","1530398380.749434",0,"UI:Search",1515,1530398381,51,1694,completed,"0.247",,,,,,,,,,,,,,,,,,,,,,
"1530398431.626","search index=mint ""Account Name""=Discover*  Category!=""Credit Card Payment""| fields Amount, Category | stats sum(Amount) as total_spend by Category","Jonathons-MacBook-Air.local","1530398431.541652",0,"UI:Search",1201,1530398431,50,1694,completed,"0.247",,,,,,,,,,,,,,,,,,,,,,
"1530398584.668","search index=mint ""Account Name""=VentureOne  Category!=""Credit Card Payment""| fields Amount, Category | stats sum(Amount) as total_spend by Category","Jonathons-MacBook-Air.local","1530398584.771412",0,"UI:Search",181,1530398585,27,253,completed,"0.21",,,,,,,,,,,,,,,,,,,,,,
"1530398633.685","search index=mint ""Account Name""=BUSINESSCARD  Category!=""Credit Card Payment""| fields Amount, Category | stats sum(Amount) as total_spend by Category","Jonathons-MacBook-Air.local","1530398633.212145",0,"UI:Search",0,1530398633,0,0,completed,"0.11900000000000001",,,,,,,,,,,,,,,,,,,,,,
"1530398645.686","search index=mint ""Account Name""=BUSINESS*  Category!=""Credit Card Payment""| fields Amount, Category | stats sum(Amount) as total_spend by Category","Jonathons-MacBook-Air.local","1530398645.832002",0,"UI:Search",177,1530398645,30,315,completed,"0.259",,,,,,,,,,,,,,,,,,,,,,
"1530398659.687","search index=mint ""Account Name""=BUSINESS*  Category!=""Transfer""| fields Amount, Category | stats sum(Amount) as total_spend by Category","Jonathons-MacBook-Air.local","1530398659.614427",0,"UI:Search",189,1530398659,30,315,completed,"0.316",,,,,,,,,,,,,,,,,,,,,,
"1530398677.696","search index=mint ""Account Name""=BUSINESS*  Category!=""Credit Card Payment"" Category=Transfer | fields Amount, Category ","Jonathons-MacBook-Air.local","1530398677.297346",0,"UI:Search",22,1530398677,22,190,completed,"0.162",,,,,,,,,,,,,,,,,,,,,,
"1530398709.709","search index=mint ""Account Name""=BUSINESS*  Category!=""Credit Card Payment"" Category=!=""Transfer to*"" | fields Amount, Category","Jonathons-MacBook-Air.local","1530398709.141433",0,"UI:Search",0,1530398709,0,1,completed,"0.11900000000000001",,,,,,,,,,,,,,,,,,,,,,
"1530398808.734","search index=mint ""Account Name""=BUSINESS*  Category!=""Credit Card Payment""  Category=Transfer | fields Amount, Category  | stats  sum(Amount) as total_spend by Category","Jonathons-MacBook-Air.local","1530398808.282409",0,"UI:Search",22,1530398808,1,190,completed,"0.17200000000000001",,,,,,,,,,,,,,,,,,,,,,
"1530399481.820","search index=mint ""Account Name""=BUSINESSCARD  Category!=""Credit Card Payment""| fields Amount, Category | stats sum(Amount) as total_spend by Category","Jonathons-MacBook-Air.local","1530399481.087580",0,"UI:Search",0,1530399481,0,0,completed,"0.124",,,,,,,,,,,,,,,,,,,,,,
"1530399517.831","search index=mint ""Account Name""=BUSINESSCARD  Category!=""Credit Card Payment"" | fields Amount, Category | stats sum(Amount) as total_spend by Category","Jonathons-MacBook-Air.local","1530399517.055899",0,"UI:Search",0,1530399517,0,0,completed,"0.109",,,,,,,,,,,,,,,,,,,,,,
"1530399531.832","search index=mint ""Account Name""=BUSINESSCARD  | fields Amount, Category | stats sum(Amount) as total_spend by Category","Jonathons-MacBook-Air.local","1530399531.431839",0,"UI:Search",0,1530399531,0,0,completed,"0.107",,,,,,,,,,,,,,,,,,,,,,
"1530399538.841","search index=mint ""Account Name""=BUSINESSCARD","Jonathons-MacBook-Air.local","1530399538.311128",0,"UI:Search",0,1530399538,0,0,completed,"0.135",,,,,,,,,,,,,,,,,,,,,,
"1530399543.842","search index=mint ""Account Name""=BUSINESSCARD*","Jonathons-MacBook-Air.local","1530399543.247244",0,"UI:Search",0,1530399543,0,0,completed,"0.114",,,,,,,,,,,,,,,,,,,,,,
"1530399549.843","search index=mint ""Account Name""=BUSINESS*","Jonathons-MacBook-Air.local","1530399549.134923",0,"UI:Search",211,1530399549,211,315,completed,"0.356",,,,,,,,,,,,,,,,,,,,,,
"1530399571.852","search index=mint ""Account Name""=""BUSINESS CARD""  | fields Amount, Category | stats sum(Amount) as total_spend by Category","Jonathons-MacBook-Air.local","1530399571.561756",0,"UI:Search",211,1530399571,31,284,completed,"0.264",,,,,,,,,,,,,,,,,,,,,,
"1530399578.853","search index=mint ""Account Name""=""BUSINESS CARD""   Category=Transfer | fields Amount, Category ","Jonathons-MacBook-Air.local","1530399578.369810",0,"UI:Search",22,1530399578,22,135,completed,"0.17400000000000002",,,,,,,,,,,,,,,,,,,,,,
"1530399590.854","search index=mint ""Account Name""=""BUSINESS CARD""   Category=Transfer","Jonathons-MacBook-Air.local","1530399590.583284",0,"UI:Search",22,1530399590,22,135,completed,"0.17500000000000002",,,,,,,,,,,,,,,,,,,,,,
"1530399642.877","search index=mint ""Account Name""=""BUSINESS CARD""  Description!=""Transfer from*"" | fields Amount, Category | stats sum(Amount) as total_spend by Category","Jonathons-MacBook-Air.local","1530399642.328432",0,"UI:Search",167,1530399642,31,284,completed,"0.281",,,,,,,,,,,,,,,,,,,,,,
"1530399716.902","search index=mint","Jonathons-MacBook-Air.local","1530399716.836290",0,"UI:Search",7554,1530399717,7554,7554,completed,"1.485",,,,,,,,,,,,,,,,,,,,,,
"1530399735.903","search index=mint ""Account Name""=""Unnamed Account""","Jonathons-MacBook-Air.local","1530399735.511455",0,"UI:Search",130,1530399735,130,139,completed,"0.316",,,,,,,,,,,,,,,,,,,,,,
"1530399771.912","search index=mint | stats coutn by ""Account Name""","Jonathons-MacBook-Air.local","1530399771.202883",0,"UI:Search",0,1530399771,0,0,failed,"0.004",,,,,,,,,,,,,,,,,,,,,,
"1530399775.921","search index=mint | stats count by ""Account Name""","Jonathons-MacBook-Air.local","1530399775.071931",0,"UI:Search",7554,1530399775,17,7554,completed,"1.116",,,,,,,,,,,,,,,,,,,,,,
"1530399807.930","search index=mint ","Jonathons-MacBook-Air.local","1530399807.032707",0,"UI:Search",7554,1530399807,7554,7554,completed,"1.77",,,,,,,,,,,,,,,,,,,,,,
"1530399844.939","search index=mint ""Account Name""=""CARD CREDIT""  Description!=""Transfer from*"" | fields Amount, Category | stats sum(Amount) as total_spend by Category","Jonathons-MacBook-Air.local","1530399844.624016",0,"UI:Search",0,1530399844,0,878,completed,"0.14",,,,,,,,,,,,,,,,,,,,,,
"1530399853.940","search index=mint ""Account Name""=""CARDCREDIT""  Description!=""Transfer from*"" | fields Amount, Category | stats sum(Amount) as total_spend by Category","Jonathons-MacBook-Air.local","1530399853.910878",0,"UI:Search",781,1530399854,49,855,completed,"0.263",,,,,,,,,,,,,,,,,,,,,,
"1530399858.941","search index=mint ""Account Name""=""CARDCREDIT""  Description!=""Transfer from*""  Category=Transfer | fields Amount, Category ","Jonathons-MacBook-Air.local","1530399858.504529",0,"UI:Search",14,1530399858,14,100,completed,"0.315",,,,,,,,,,,,,,,,,,,,,,
"1530399892.953","search index=mint ""Account Name""=""CARDCREDIT""  Category!=Transfer| fields Amount, Category | stats sum(Amount) as total_spend by Category","Jonathons-MacBook-Air.local","1530399892.478518",0,"UI:Search",785,1530399892,48,855,completed,"0.399",,,,,,,,,,,,,,,,,,,,,,
"1530399960.977","search index=mint Category=""Restaurant*""","Jonathons-MacBook-Air.local","1530399960.239547",0,"UI:Search",1118,1530399960,1118,1119,completed,"0.637",,,,,,,,,,,,,,,,,,,,,,
"1530400053.1003","search index=mint Category=""Restaurant*"" | fields Description, Amount | timechart count by Description","Jonathons-MacBook-Air.local","1530400053.097056",0,"UI:Search",1118,1530400053,52,1119,completed,"0.8",,,,,,,,,,,,,,,,,,,,,,
"1530400083.1012","search index=mint Category=""Restaurant*"" | fields Description, Amount | timechart limit=1000 count by Description","Jonathons-MacBook-Air.local","1530400083.317269",0,"UI:Search",1118,1530400083,52,1119,completed,"0.656",,,,,,,,,,,,,,,,,,,,,,
"1530400122.1021","search index=mint Category=""Restaurant*""  Description=""Anthony's"" | fields Description, Amount ","Jonathons-MacBook-Air.local","1530400122.523984",0,"UI:Search",4,1530400122,4,9,completed,"0.163",,,,,,,,,,,,,,,,,,,,,,
"1530400161.1030","search index=mint Category=""Restaurant*"" Description!=""Anthony's"" | fields Description, Amount | timechart limit=1000 count by Description","Jonathons-MacBook-Air.local","1530400161.109774",0,"UI:Search",1114,1530400161,52,1119,completed,"0.784",,,,,,,,,,,,,,,,,,,,,,
"1530400460.1125","search index=mint Category=""Restaurant*"" Description!=""Anthony's"" | fields Description, Amount | eval desc=if(match(Description"",""A B C""),""ABC Sea Food Restaurant"",if(match(Description"",""Abc""),""ABC Sea Food Restaurant"",Description) |  timechart limit=1000 count by desc","Jonathons-MacBook-Air.local","1530400460.804548",0,"UI:Search",0,1530400461,0,0,failed,"0.005",,,,,,,,,,,,,,,,,,,,,,
"1530400467.1126","search index=mint Category=""Restaurant*"" Description!=""Anthony's"" | fields Description, Amount | eval desc=if(match(Description"",""A B C""),""ABC Sea Food Restaurant"",if(match(Description"",""Abc""),""ABC Sea Food Restaurant"",Description)) |  timechart limit=1000 count by desc","Jonathons-MacBook-Air.local","1530400467.493886",0,"UI:Search",0,1530400468,0,0,failed,"0.017",,,,,,,,,,,,,,,,,,,,,,
"1530400500.1143","search index=mint Category=""Restaurant*"" Description!=""Anthony's"" | fields Description, Amount | eval desc=if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""))),""ABC Sea Food Restaurant"",Description)) |  timechart limit=1000 count by desc","Jonathons-MacBook-Air.local","1530400500.091849",0,"UI:Search",0,1530400500,0,0,failed,"0.007",,,,,,,,,,,,,,,,,,,,,,
"1530400520.1145","search index=mint Category=""Restaurant*"" Description!=""Anthony's"" | fields Description, Amount | eval desc=if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)) |  timechart limit=1000 count by desc","Jonathons-MacBook-Air.local","1530400520.310771",0,"UI:Search",1114,1530400520,52,1119,completed,"0.75",,,,,,,,,,,,,,,,,,,,,,
"1530400635.1180","search index=mint Category=""Restaurant*"" Description!=""Anthony's"" | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)) |  timechart limit=1000 count by desc","Jonathons-MacBook-Air.local","1530400635.826055",0,"UI:Search",1114,1530400636,52,1119,completed,"0.683",,,,,,,,,,,,,,,,,,,,,,
"1530400744.1213","search index=mint Category=""Restaurant*"" Description!=""Anthony's"" | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)) |  stats count by desc","Jonathons-MacBook-Air.local","1530400744.870662",0,"UI:Search",1114,1530400745,403,1119,completed,"0.41100000000000003",,,,,,,,,,,,,,,,,,,,,,
"1530401035.1290","search index=mint Category=""Restaurant*"" Description!=""Anthony's"" | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)) |  timechart sum(Amount) by desc","Jonathons-MacBook-Air.local","1530401035.431197",0,"UI:Search",1114,1530401036,52,1119,completed,"1.099",,,,,,,,,,,,,,,,,,,,,,
"1530401054.1299","search index=mint Category=""Restaurant*"" Description!=""Anthony's"" | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)) |  timechart limit=1000 sum(Amount) by desc","Jonathons-MacBook-Air.local","1530401054.057328",0,"UI:Search",1114,1530401054,52,1119,completed,"0.66",,,,,,,,,,,,,,,,,,,,,,
"1530401101.1316","search index=mint Category=""Restaurant*"" Description!=""Anthony's"" | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)) |  timechart limit=1000 sum(Amount) as total_spend by desc","Jonathons-MacBook-Air.local","1530401101.989809",0,"UI:Search",1114,1530401102,52,1119,completed,"0.632",,,,,,,,,,,,,,,,,,,,,,
"1530401122.1319","search index=mint Category=""Restaurant*"" Description!=""Anthony's""  Amount 30 | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)) |  timechart limit=1000 sum(Amount) as total_spend by desc","Jonathons-MacBook-Air.local","1530401122.799954",0,"UI:Search",0,1530401122,0,0,completed,"0.161",,,,,,,,,,,,,,,,,,,,,,
"1530401128.1327","search index=mint Category=""Restaurant*"" Description!=""Anthony's""  Amount > 0 | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)) |  timechart limit=1000 sum(Amount) as total_spend by desc","Jonathons-MacBook-Air.local","1530401128.758427",0,"UI:Search",1114,1530401129,52,1119,completed,"0.633",,,,,,,,,,,,,,,,,,,,,,
"1530401145.1329","search index=mint Category=""Restaurant*"" Description!=""Anthony's""  Amount > 30 | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)) |  timechart limit=1000 sum(Amount) as total_spend by desc","Jonathons-MacBook-Air.local","1530401145.174983",0,"UI:Search",678,1530401145,52,1119,completed,"0.544",,,,,,,,,,,,,,,,,,,,,,
"1530401159.1338","search index=mint Category=""Restaurant*"" Description!=""Anthony's""  Amount > 30 | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)) | search desc=Check","Jonathons-MacBook-Air.local","1530401159.550917",0,"UI:Search",1,1530401159,1,19,completed,"0.14200000000000002","1433142000.000000000","1435734000.000000000","1433142000.000000000","1435734000.000000000",,,,,,,,,,,,,,,,,,
"1530401184.1341","search index=mint Category=""Restaurant*"" Description!=""Anthony's"" Description!=""Check""  Amount > 30 | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)) | search desc=Check","Jonathons-MacBook-Air.local","1530401184.508880",0,"UI:Search",0,1530401184,0,19,completed,"0.154","1433142000.000000000","1435734000.000000000","1433142000.000000000","1435734000.000000000",,,,,,,,,,,,,,,,,,
"1530401267.1366","search index=mint Category=""Restaurant*"" Description!=""Anthony's"" Description!=""Check""  Amount > 30 | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description))","Jonathons-MacBook-Air.local","1530401267.428150",0,"UI:Search",17,1530401267,17,19,completed,"0.131","1433142000.000000000","1435734000.000000000","1433142000.000000000","1435734000.000000000",,,,,,,,,,,,,,,,,,
"1530401283.1375","search index=mint Category=""Restaurant*"" Description!=""Anthony's""  Amount > 30 | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)) | search desc=Check","Jonathons-MacBook-Air.local","1530401283.998118",0,"UI:Search",1,1530401284,1,19,completed,"0.148","1433142000.000000000","1435734000.000000000","1433142000.000000000","1435734000.000000000",,,,,,,,,,,,,,,,,,
"1530401728.1504","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check"" Amount > 30 | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)) |  timechart limit=1000 sum(Amount) as total_spend by desc","Jonathons-MacBook-Air.local","1530401728.508084",0,"UI:Search",677,1530401728,52,1119,completed,"0.56",,,,,,,,,,,,,,,,,,,,,,
"1530401748.1505","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check"" Amount > 30 | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)) | search desc=Cask","Jonathons-MacBook-Air.local","1530401748.032550",0,"UI:Search",3,1530401748,3,57,completed,"0.132","1527836400.000000000","1530428400.000000000","1527836400.000000000","1530428400.000000000",,,,,,,,,,,,,,,,,,
"1530401798.1522","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check"" Amount > 100 | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)) |  timechart limit=1000 sum(Amount) as total_spend by desc","Jonathons-MacBook-Air.local","1530401798.136917",0,"UI:Search",136,1530401798,50,1119,completed,"0.34800000000000003",,,,,,,,,,,,,,,,,,,,,,
"1530401887.1547","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check"" Amount > 100 | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description))) |  timechart limit=1000 sum(Amount) as total_spend by desc","Jonathons-MacBook-Air.local","1530401887.923333",0,"UI:Search",136,1530401888,50,1119,completed,"0.332",,,,,,,,,,,,,,,,,,,,,,
"1530401952.1564","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check"" Amount > 100 | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Pacific Catch""),""Pacific Catch"",if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)))) |  timechart limit=1000 sum(Amount) as total_spend by desc","Jonathons-MacBook-Air.local","1530401952.471776",0,"UI:Search",136,1530401952,50,1119,completed,"0.48",,,,,,,,,,,,,,,,,,,,,,
"1530402096.1609","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check"" Amount > 100 | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Kincaids""),""Kincaids"",if(match(Description,""Inshou""),""Inshou Japanese Fusion"",if(match(Description,""Pacific Catch""),""Pacific Catch"",if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)))))) |  timechart limit=1000 sum(Amount) as total_spend by desc","Jonathons-MacBook-Air.local","1530402096.733992",0,"UI:Search",136,1530402097,50,1119,completed,"0.401",,,,,,,,,,,,,,,,,,,,,,
"1530402281.1660","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check"" Amount > 100 | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Porter House""),""Porter House"",if(match(Description,""Paul Martin""),""Paul Martin"",if(match(Description,""Kincaids""),""Kincaids"",if(match(Description,""Inshou""),""Inshou Japanese Fusion"",if(match(Description,""Pacific Catch""),""Pacific Catch"",if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)))))))) |  timechart limit=1000 sum(Amount) as total_spend by desc","Jonathons-MacBook-Air.local","1530402281.553375",0,"UI:Search",136,1530402281,50,1119,completed,"0.358",,,,,,,,,,,,,,,,,,,,,,
"1530402652.1763","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check"" Amount > 200 | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Porter House""),""Porter House"",if(match(Description,""Paul Martin""),""Paul Martin"",if(match(Description,""Kincaids""),""Kincaids"",if(match(Description,""Inshou""),""Inshou Japanese Fusion"",if(match(Description,""Pacific Catch""),""Pacific Catch"",if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)))))))) |  timechart limit=1000 sum(Amount) as total_spend by desc","Jonathons-MacBook-Air.local","1530402652.387150",0,"UI:Search",21,1530402652,46,1119,completed,"0.363",,,,,,,,,,,,,,,,,,,,,,
"1530402821.1812","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check"" Amount > 200 | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Porter House""),""Porter House"",if(match(Description,""Paul Martin""),""Paul Martin"",if(match(Description,""Kincaids""),""Kincaids"",if(match(Description,""Inshou""),""Inshou Japanese Fusion"",if(match(Description,""Pacific Catch""),""Pacific Catch"",if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)))))))) |  stats limit=1000 sum(Amount) as total_spend by desc","Jonathons-MacBook-Air.local","1530402821.515269",0,"UI:Search",0,1530402821,0,0,failed,"0.005",,,,,,,,,,,,,,,,,,,,,,
"1530402828.1813","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check"" Amount > 200 | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Porter House""),""Porter House"",if(match(Description,""Paul Martin""),""Paul Martin"",if(match(Description,""Kincaids""),""Kincaids"",if(match(Description,""Inshou""),""Inshou Japanese Fusion"",if(match(Description,""Pacific Catch""),""Pacific Catch"",if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)))))))) |  stats  sum(Amount) as total_spend by desc","Jonathons-MacBook-Air.local","1530402828.075867",0,"UI:Search",21,1530402828,15,1119,completed,"0.185",,,,,,,,,,,,,,,,,,,,,,
"1530402865.1822","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check"" Amount > 200 | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Porter House""),""Porter House"",if(match(Description,""Paul Martin""),""Paul Martin"",if(match(Description,""Kincaids""),""Kincaids"",if(match(Description,""Inshou""),""Inshou Japanese Fusion"",if(match(Description,""Pacific Catch""),""Pacific Catch"",if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)))))))) |  stats  sum(Amount) as total_spend by desc |sort - total_spend","Jonathons-MacBook-Air.local","1530402865.190430",0,"UI:Search",21,1530402865,15,1119,completed,"0.187",,,,,,,,,,,,,,,,,,,,,,
"1530402892.1831","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check"" Amount > 200 | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Porter House""),""Porter House"",if(match(Description,""Paul Martin""),""Paul Martin"",if(match(Description,""Kincaids""),""Kincaids"",if(match(Description,""Inshou""),""Inshou Japanese Fusion"",if(match(Description,""Pacific Catch""),""Pacific Catch"",if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)))))))) | search desc=""Romeo Paris Fr""","Jonathons-MacBook-Air.local","1530402892.303552",0,"UI:Search",1,1530402892,1,1119,completed,"0.171",,,,,,,,,,,,,,,,,,,,,,
"1530403141.1904","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check""  | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Porter House""),""Porter House"",if(match(Description,""Paul Martin""),""Paul Martin"",if(match(Description,""Kincaids""),""Kincaids"",if(match(Description,""Inshou""),""Inshou Japanese Fusion"",if(match(Description,""Pacific Catch""),""Pacific Catch"",if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)))))))) |  stats  sum(Amount) as total_spend by desc |sort - total_spend","Jonathons-MacBook-Air.local","1530403141.597871",0,"UI:Search",1113,1530403141,388,1119,completed,"0.35000000000000003",,,,,,,,,,,,,,,,,,,,,,
"1530403161.1905","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check""  | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Porter House""),""Porter House"",if(match(Description,""Paul Martin""),""Paul Martin"",if(match(Description,""Kincaids""),""Kincaids"",if(match(Description,""Inshou""),""Inshou Japanese Fusion"",if(match(Description,""Pacific Catch""),""Pacific Catch"",if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)))))))) |  stats  sum(Amount) as total_spend by desc | where total_spend > 100 | sort - total_spend","Jonathons-MacBook-Air.local","1530403161.866585",0,"UI:Search",1113,1530403162,128,1119,completed,"0.325",,,,,,,,,,,,,,,,,,,,,,
